f127.0.0.1:1111,127.0.0.1:2222	3175	3	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	3175	4	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	3179	3
f127.0.0.1:2222,127.0.0.1:1111	3180	4	0	41	4
f127.0.0.1:2222,127.0.0.1:1111	3180	3
f127.0.0.1:1111,127.0.0.1:2222	3181	4	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	3183	3
f127.0.0.1:2222,127.0.0.1:1111	3184	4	0	42	4
f127.0.0.1:2222,127.0.0.1:1111	3184	3
f127.0.0.1:1111,127.0.0.1:2222	3185	4	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	3187	3
f127.0.0.1:2222,127.0.0.1:1111	3188	4	0	43	4
f127.0.0.1:2222,127.0.0.1:1111	3188	3
f127.0.0.1:1111,127.0.0.1:2222	3189	4	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	3191	3
f127.0.0.1:2222,127.0.0.1:1111	3192	4	0	44	4
f127.0.0.1:2222,127.0.0.1:1111	3192	3
f127.0.0.1:1111,127.0.0.1:2222	3193	4	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	3193	5	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	3196	4
f127.0.0.1:2222,127.0.0.1:1111	3197	5	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	3197	4
f127.0.0.1:1111,127.0.0.1:2222	3198	5	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	3200	4
f127.0.0.1:2222,127.0.0.1:1111	3201	5	0	46	4
f127.0.0.1:2222,127.0.0.1:1111	3201	4
f127.0.0.1:1111,127.0.0.1:2222	3202	5	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	3204	4
f127.0.0.1:2222,127.0.0.1:1111	3205	5	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	3205	4
f127.0.0.1:1111,127.0.0.1:2222	3206	5	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	3208	4
f127.0.0.1:2222,127.0.0.1:1111	3209	5	0	48	4
f127.0.0.1:2222,127.0.0.1:1111	3209	4
f127.0.0.1:1111,127.0.0.1:2222	3210	5	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	3212	4
f127.0.0.1:2222,127.0.0.1:1111	3213	5	0	49	4
f127.0.0.1:2222,127.0.0.1:1111	3213	4
f127.0.0.1:1111,127.0.0.1:2222	3214	5	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	3214	4
f127.0.0.1:1111,127.0.0.1:2222	3214	-1	54	0
f127.0.0.1:1111,127.0.0.1:2222	3214	5	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	3217	4
f127.0.0.1:2222,127.0.0.1:1111	3218	5	0	50	4
f127.0.0.1:2222,127.0.0.1:1111	3218	4
f127.0.0.1:1111,127.0.0.1:2222	3219	5	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	3219	4
f127.0.0.1:1111,127.0.0.1:2222	3219	-1	56	0
f127.0.0.1:1111,127.0.0.1:2222	3221	3
f127.0.0.1:2222,127.0.0.1:1111	3222	4	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	3222	3
f127.0.0.1:2222,127.0.0.1:1111	3222	-1	0	51
f127.0.0.1:1111,127.0.0.1:2222	3225	2
f127.0.0.1:2222,127.0.0.1:1111	3226	3	0	52	4
f127.0.0.1:2222,127.0.0.1:1111	3226	2
f127.0.0.1:1111,127.0.0.1:2222	3227	3	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	3227	4	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	3229	3
f127.0.0.1:2222,127.0.0.1:1111	3230	4	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	3230	3
f127.0.0.1:1111,127.0.0.1:2222	3231	4	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	3233	3
f127.0.0.1:2222,127.0.0.1:1111	3234	4	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	3234	3
f127.0.0.1:1111,127.0.0.1:2222	3238	2
f127.0.0.1:2222,127.0.0.1:1111	3239	3	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	3239	2
f127.0.0.1:1111,127.0.0.1:2222	3243	1
f127.0.0.1:2222,127.0.0.1:1111	3244	2	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	3244	1
f127.0.0.1:1111,127.0.0.1:2222	3246	0
f127.0.0.1:2222,127.0.0.1:1111	3247	1	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	3247	0
f127.0.0.1:1111,127.0.0.1:2222	4231	1	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	4231	0
f127.0.0.1:1111,127.0.0.1:2222	4231	-1	54	0
f127.0.0.1:1111,127.0.0.1:2222	5231	1	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	5231	0
f127.0.0.1:1111,127.0.0.1:2222	5231	-1	54	0
f127.0.0.1:1111,127.0.0.1:2222	6232	1	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	6236	0
f127.0.0.1:2222,127.0.0.1:1111	6237	1	0	55	4
f127.0.0.1:2222,127.0.0.1:1111	6237	0
f127.0.0.1:1111,127.0.0.1:2222	6238	1	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	6238	2	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	6242	1
f127.0.0.1:2222,127.0.0.1:1111	6243	2	0	55	4
f127.0.0.1:2222,127.0.0.1:1111	6243	1
f127.0.0.1:1111,127.0.0.1:2222	6244	2	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	6246	1
f127.0.0.1:2222,127.0.0.1:1111	6247	2	0	59	4
f127.0.0.1:2222,127.0.0.1:1111	6247	1
f127.0.0.1:1111,127.0.0.1:2222	6248	2	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	6248	3	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	6248	2
f127.0.0.1:1111,127.0.0.1:2222	6248	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	6248	3	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	6252	2
f127.0.0.1:2222,127.0.0.1:1111	6253	3	0	59	4
f127.0.0.1:2222,127.0.0.1:1111	6253	2
f127.0.0.1:1111,127.0.0.1:2222	6256	1
f127.0.0.1:2222,127.0.0.1:1111	6257	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	6257	1
f127.0.0.1:2222,127.0.0.1:1111	6257	-1	0	60
f127.0.0.1:1111,127.0.0.1:2222	6260	0
f127.0.0.1:2222,127.0.0.1:1111	6261	1	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	6261	0
f127.0.0.1:1111,127.0.0.1:2222	6262	1	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	6266	0
f127.0.0.1:2222,127.0.0.1:1111	6267	1	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	6267	0
f127.0.0.1:1111,127.0.0.1:2222	7262	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	7266	0
f127.0.0.1:2222,127.0.0.1:1111	7267	1	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	7267	0
f127.0.0.1:1111,127.0.0.1:2222	7268	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	7268	2	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	7272	1
f127.0.0.1:2222,127.0.0.1:1111	7273	2	0	64	4
f127.0.0.1:2222,127.0.0.1:1111	7273	1
f127.0.0.1:1111,127.0.0.1:2222	7274	2	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	7276	1
f127.0.0.1:2222,127.0.0.1:1111	7277	2	0	65	4
f127.0.0.1:2222,127.0.0.1:1111	7277	1
f127.0.0.1:1111,127.0.0.1:2222	7278	2	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	7278	3	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	7278	2
f127.0.0.1:1111,127.0.0.1:2222	7278	-1	68	0
f127.0.0.1:1111,127.0.0.1:2222	7282	1
f127.0.0.1:2222,127.0.0.1:1111	7283	2	0	66	4
f127.0.0.1:2222,127.0.0.1:1111	7283	1
f127.0.0.1:1111,127.0.0.1:2222	7284	2	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	7286	1
f127.0.0.1:2222,127.0.0.1:1111	7287	2	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	7287	1
f127.0.0.1:1111,127.0.0.1:2222	7288	2	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	7288	1
f127.0.0.1:1111,127.0.0.1:2222	7288	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	7292	0
f127.0.0.1:2222,127.0.0.1:1111	7293	1	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	7293	0
f127.0.0.1:1111,127.0.0.1:2222	8288	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	8292	0
f127.0.0.1:2222,127.0.0.1:1111	8292	1	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	8293	0
f127.0.0.1:1111,127.0.0.1:2222	8294	1	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	8294	2	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	8298	1
f127.0.0.1:2222,127.0.0.1:1111	8298	2	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	8299	1
f127.0.0.1:1111,127.0.0.1:2222	8300	2	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	8302	1
f127.0.0.1:2222,127.0.0.1:1111	8302	2	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	8303	1
f127.0.0.1:1111,127.0.0.1:2222	8304	2	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	8308	1
f127.0.0.1:2222,127.0.0.1:1111	8308	2	0	71	4
f127.0.0.1:2222,127.0.0.1:1111	8309	1
f127.0.0.1:1111,127.0.0.1:2222	8310	2	73	0	3
f127.0.0.1:1111,127.0.0.1:2222	8310	3	74	0	3
f127.0.0.1:1111,127.0.0.1:2222	8312	2
f127.0.0.1:2222,127.0.0.1:1111	8312	3	0	72	4
f127.0.0.1:2222,127.0.0.1:1111	8313	2
f127.0.0.1:1111,127.0.0.1:2222	8314	3	75	0	3
f127.0.0.1:1111,127.0.0.1:2222	8318	2
f127.0.0.1:2222,127.0.0.1:1111	8318	3	0	73	4
f127.0.0.1:2222,127.0.0.1:1111	8319	2
f127.0.0.1:1111,127.0.0.1:2222	8320	3	76	0	3
f127.0.0.1:1111,127.0.0.1:2222	8322	2
f127.0.0.1:2222,127.0.0.1:1111	8322	3	0	74	4
f127.0.0.1:2222,127.0.0.1:1111	8323	2
f127.0.0.1:1111,127.0.0.1:2222	8324	3	77	0	3
f127.0.0.1:1111,127.0.0.1:2222	8324	4	78	0	3
f127.0.0.1:1111,127.0.0.1:2222	8324	3
f127.0.0.1:1111,127.0.0.1:2222	8324	-1	78	0
f127.0.0.1:1111,127.0.0.1:2222	8326	2
f127.0.0.1:2222,127.0.0.1:1111	8326	3	0	75	4
f127.0.0.1:2222,127.0.0.1:1111	8327	2
f127.0.0.1:1111,127.0.0.1:2222	8328	3	79	0	3
f127.0.0.1:1111,127.0.0.1:2222	8328	2
f127.0.0.1:1111,127.0.0.1:2222	8328	-1	79	0
f127.0.0.1:1111,127.0.0.1:2222	8331	1
f127.0.0.1:2222,127.0.0.1:1111	8331	2	0	76	4
f127.0.0.1:2222,127.0.0.1:1111	8332	1
f127.0.0.1:1111,127.0.0.1:2222	8333	2	80	0	3
f127.0.0.1:1111,127.0.0.1:2222	8335	1
f127.0.0.1:2222,127.0.0.1:1111	8335	2	0	77	4
f127.0.0.1:2222,127.0.0.1:1111	8336	1
f127.0.0.1:1111,127.0.0.1:2222	8337	2	81	0	3
f127.0.0.1:1111,127.0.0.1:2222	8341	1
f127.0.0.1:2222,127.0.0.1:1111	8341	2	0	77	4
f127.0.0.1:2222,127.0.0.1:1111	8342	1
f127.0.0.1:1111,127.0.0.1:2222	8345	0
f127.0.0.1:2222,127.0.0.1:1111	8345	1	0	77	4
f127.0.0.1:2222,127.0.0.1:1111	8346	0
f127.0.0.1:1111,127.0.0.1:2222	9337	1	78	0	3
f127.0.0.1:1111,127.0.0.1:2222	9337	0
f127.0.0.1:1111,127.0.0.1:2222	9337	-1	78	0
f127.0.0.1:1111,127.0.0.1:2222	10337	1	78	0	3
f127.0.0.1:1111,127.0.0.1:2222	10341	0
f127.0.0.1:2222,127.0.0.1:1111	10341	1	0	78	4
f127.0.0.1:2222,127.0.0.1:1111	10342	0
f127.0.0.1:1111,127.0.0.1:2222	10342	1	79	0	3
f127.0.0.1:1111,127.0.0.1:2222	10343	2	80	0	3
f127.0.0.1:1111,127.0.0.1:2222	10347	1
f127.0.0.1:2222,127.0.0.1:1111	10347	2	0	81	4
f127.0.0.1:2222,127.0.0.1:1111	10348	1
f127.0.0.1:1111,127.0.0.1:2222	10348	2	81	0	3
f127.0.0.1:1111,127.0.0.1:2222	10348	1
f127.0.0.1:1111,127.0.0.1:2222	10348	-1	81	0
f127.0.0.1:1111,127.0.0.1:2222	10349	2	82	0	3
f127.0.0.1:1111,127.0.0.1:2222	10349	3	83	0	3
f127.0.0.1:1111,127.0.0.1:2222	10351	2
f127.0.0.1:2222,127.0.0.1:1111	10351	3	0	81	4
f127.0.0.1:2222,127.0.0.1:1111	10352	2
f127.0.0.1:1111,127.0.0.1:2222	10352	3	84	0	3
f127.0.0.1:1111,127.0.0.1:2222	10357	2
f127.0.0.1:2222,127.0.0.1:1111	10357	3	0	82	4
f127.0.0.1:2222,127.0.0.1:1111	10358	2
f127.0.0.1:1111,127.0.0.1:2222	10358	3	85	0	3
f127.0.0.1:1111,127.0.0.1:2222	10361	2
f127.0.0.1:2222,127.0.0.1:1111	10361	3	0	83	4
f127.0.0.1:2222,127.0.0.1:1111	10362	2
f127.0.0.1:1111,127.0.0.1:2222	10362	3	86	0	3
f127.0.0.1:1111,127.0.0.1:2222	10364	2
f127.0.0.1:2222,127.0.0.1:1111	10364	3	0	84	4
f127.0.0.1:2222,127.0.0.1:1111	10364	2
f127.0.0.1:2222,127.0.0.1:1111	10364	-1	0	84
f127.0.0.1:1111,127.0.0.1:2222	10370	1
f127.0.0.1:2222,127.0.0.1:1111	10370	2	0	85	4
f127.0.0.1:2222,127.0.0.1:1111	10371	1
f127.0.0.1:1111,127.0.0.1:2222	10371	2	87	0	3
f127.0.0.1:1111,127.0.0.1:2222	10372	3	88	0	3
f127.0.0.1:1111,127.0.0.1:2222	10372	4	89	0	3
f127.0.0.1:1111,127.0.0.1:2222	10374	3
f127.0.0.1:2222,127.0.0.1:1111	10374	4	0	86	4
f127.0.0.1:2222,127.0.0.1:1111	10374	3
f127.0.0.1:2222,127.0.0.1:1111	10374	-1	0	86
f127.0.0.1:1111,127.0.0.1:2222	10380	2
f127.0.0.1:2222,127.0.0.1:1111	10380	3	0	87	4
f127.0.0.1:2222,127.0.0.1:1111	10381	2
f127.0.0.1:1111,127.0.0.1:2222	10381	3	90	0	3
f127.0.0.1:1111,127.0.0.1:2222	10381	2
f127.0.0.1:1111,127.0.0.1:2222	10381	-1	90	0
f127.0.0.1:1111,127.0.0.1:2222	10382	3	91	0	3
f127.0.0.1:1111,127.0.0.1:2222	10382	2
f127.0.0.1:1111,127.0.0.1:2222	10382	-1	91	0
f127.0.0.1:1111,127.0.0.1:2222	10384	1
f127.0.0.1:2222,127.0.0.1:1111	10384	2	0	88	4
f127.0.0.1:2222,127.0.0.1:1111	10385	1
f127.0.0.1:1111,127.0.0.1:2222	10385	2	92	0	3
f127.0.0.1:1111,127.0.0.1:2222	10385	1
f127.0.0.1:1111,127.0.0.1:2222	10385	-1	92	0
f127.0.0.1:1111,127.0.0.1:2222	10388	0
f127.0.0.1:2222,127.0.0.1:1111	10388	1	0	89	4
f127.0.0.1:2222,127.0.0.1:1111	10389	0
f127.0.0.1:1111,127.0.0.1:2222	10389	1	93	0	3
f127.0.0.1:1111,127.0.0.1:2222	10390	2	94	0	3
f127.0.0.1:1111,127.0.0.1:2222	10394	1
f127.0.0.1:2222,127.0.0.1:1111	10394	2	0	89	4
